timestamp,value,target,featureName,className,action
2017-10-31 13:01:25.365,HHHlSo63PvVpGM6mVoqHge71Nckpy3QxEuS9ofaJuIANIVkNhCy2pcjgOXp9hyAW0RJp,F0GheuOSTXHzzbB0AsuHsyVt0OYIDr6JAlhRQuTPeEM4BdgmM0k3CvBgdJoxmtc,hostMachine,Task,UPDATE
2017-10-31 13:01:25.365,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,M,M,Task,NEW
2017-10-31 13:01:25.365,1631378972,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,durantion,Task,UPDATE
2017-10-31 13:01:25.365,0.27637458,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.365,0.18183386,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.365,yRltuZcipECMHSrnEWamS6g9DfE7EOeBoBOVkeyG7VvUsjmvOSiRkpNq5fKh,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,parentJob,Task,UPDATE
2017-10-31 13:01:25.365,TFxkMPfwIfi9N3XO5LZdQqMHqxMVsuq42xp0BLJcegzaRVhtpI7b3t2rdJTQ,mrQzmO3v6FGOpDDE1Uqhm7ZMDzfGBfJCnxczDCpue8jM5AScthUdmDbkCZhbcl,hostMachine,Task,UPDATE
2017-10-31 13:01:25.365,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,M,M,Job,NEW
2017-10-31 13:01:25.365,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,M,M,Task,NEW
2017-10-31 13:01:25.365,-1006448316,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,durantion,Task,UPDATE
2017-10-31 13:01:25.365,0.6873223,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.366,0.97779006,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.366,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,parentJob,Task,UPDATE
2017-10-31 13:01:25.366,FkL7HzKJoX7Zfh4FXu9FvWebV9Bv6bPXzfJsdxMMwgOJrYw8ItHAssXQnceR1ICO7mQ7p,AJlKbIOLniNtOTqK1jZyrzZGZLcptQsjY5BR3CTjmDJEw6YsU4ZiPXPN6mtzooTRHWrNUT,hostMachine,Task,UPDATE
2017-10-31 13:01:25.366,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,M,M,Task,NEW
2017-10-31 13:01:25.366,-754239868,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,durantion,Task,UPDATE
2017-10-31 13:01:25.366,0.12801874,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.366,0.7811043,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.366,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,parentJob,Task,UPDATE
2017-10-31 13:01:25.366,yiGruYDUvEoT0UUzwVdmqTYjVMATxA8W1g4RitvZqNyuXG7aDD4NH2Q7kea,6wd4Ae07xBhYvPE3RrBHH3zb0p8ASPQzrzq15hU44jT97ah0KgBNs11o5tgtEBqdgt,hostMachine,Task,UPDATE
2017-10-31 13:01:25.366,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,M,M,Task,NEW
2017-10-31 13:01:25.366,142140776,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,durantion,Task,UPDATE
2017-10-31 13:01:25.367,0.40344447,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.367,0.77949584,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.367,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,parentJob,Task,UPDATE
2017-10-31 13:01:25.367,RTSkBQgFPH410SViLusRTigbkjR2ffYNvfkJUC4pIDFxp5vymk7sg7nstI8D,eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,hostMachine,Task,UPDATE
2017-10-31 13:01:25.367,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,M,M,Task,NEW
2017-10-31 13:01:25.368,914546392,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,durantion,Task,UPDATE
2017-10-31 13:01:25.369,0.5294791,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.369,0.018409371,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.369,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,parentJob,Task,UPDATE
2017-10-31 13:01:25.369,HaP0cnMuC8fmJtvqRgNXFNKOHRDWklR7gkofM93jw2sbGg6KszT4XPeQrDULfQ0LomdT,k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,hostMachine,Task,UPDATE
2017-10-31 13:01:25.369,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,M,M,Task,NEW
2017-10-31 13:01:25.369,-2118466160,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,durantion,Task,UPDATE
2017-10-31 13:01:25.369,0.7303277,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.369,0.07003713,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.369,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,parentJob,Task,UPDATE
2017-10-31 13:01:25.369,bkwJCqtWhRZyS8XBqD2ahreaKOkawBD813jtY9Ug48YLOUkjXcFxc7vPvGv3oQwj9qs,uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,hostMachine,Task,UPDATE
2017-10-31 13:01:25.369,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,M,M,Task,NEW
2017-10-31 13:01:25.37,-302447912,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,durantion,Task,UPDATE
2017-10-31 13:01:25.371,0.46023625,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.371,0.5794352,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.372,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,parentJob,Task,UPDATE
2017-10-31 13:01:25.372,TFxkMPfwIfi9N3XO5LZdQqMHqxMVsuq42xp0BLJcegzaRVhtpI7b3t2rdJTQ,D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,hostMachine,Task,UPDATE
2017-10-31 13:01:25.372,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,M,M,Task,NEW
2017-10-31 13:01:25.372,-694741340,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,durantion,Task,UPDATE
2017-10-31 13:01:25.372,0.28551137,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.372,0.24844462,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.372,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,parentJob,Task,UPDATE
2017-10-31 13:01:25.372,HHHlSo63PvVpGM6mVoqHge71Nckpy3QxEuS9ofaJuIANIVkNhCy2pcjgOXp9hyAW0RJp,tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,hostMachine,Task,UPDATE
2017-10-31 13:01:25.372,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,M,M,Task,NEW
2017-10-31 13:01:25.373,1342740692,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,durantion,Task,UPDATE
2017-10-31 13:01:25.373,0.48457676,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.373,0.2527253,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.373,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,parentJob,Task,UPDATE
2017-10-31 13:01:25.373,bP1tbfHY69s2W6rqKtBiyXhw6vDr7t5uRylELoaA3MFKqmAHjTiYwX36y6uCT5Wf,59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,hostMachine,Task,UPDATE
2017-10-31 13:01:25.373,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,M,M,Task,NEW
2017-10-31 13:01:25.373,634986200,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,durantion,Task,UPDATE
2017-10-31 13:01:25.373,0.32416677,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.373,0.84272623,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.373,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,parentJob,Task,UPDATE
2017-10-31 13:01:25.374,rizWk7BvLyc59kOeDCXLQJBkeoHCGfKn9EPl3Ae9GHxUrVWLiCUHq4l8fB9VHIYV3DX,2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,hostMachine,Task,UPDATE
2017-10-31 13:01:25.374,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,M,M,Job,NEW
2017-10-31 13:01:25.374,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,M,M,Task,NEW
2017-10-31 13:01:25.374,-18639724,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,durantion,Task,UPDATE
2017-10-31 13:01:25.374,0.91377187,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.374,0.14800286,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.375,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,parentJob,Task,UPDATE
2017-10-31 13:01:25.375,hZXAH2Ic0QeVaoUf0Y6Nq7KOKQgUi1voWiPqFYSYh1A9GNWWSwusdcYjkaf2nDWH6qhAlH,eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,hostMachine,Task,UPDATE
2017-10-31 13:01:25.375,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,M,M,Task,NEW
2017-10-31 13:01:25.375,-1540423124,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,durantion,Task,UPDATE
2017-10-31 13:01:25.375,0.44749612,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.375,0.19031715,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,consumedCPUrate,Task,UPDATE
2017-10-31 13:01:25.375,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,parentJob,Task,UPDATE
2017-10-31 13:01:25.375,iV06ttOwf9NvIkUpOTH5jLkPZb0SYigy10ZpMDqOLmOSdlZvrOxNTM7ONdJwSwpNZ4ciXs,CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,hostMachine,Task,UPDATE
2017-10-31 13:01:25.375,yqqvG1KNWQ3lyXxapxcViHTmsNbJUgzWleC2A9uP0vYo4KeW5z5z6dF48O4gIs8g4vc,M,M,Task,NEW
2017-10-31 13:01:25.376,-120203992,yqqvG1KNWQ3lyXxapxcViHTmsNbJUgzWleC2A9uP0vYo4KeW5z5z6dF48O4gIs8g4vc,durantion,Task,UPDATE
2017-10-31 13:01:25.376,0.7813316,yqqvG1KNWQ3lyXxapxcViHTmsNbJUgzWleC2A9uP0vYo4KeW5z5z6dF48O4gIs8g4vc,consumedDisk,Task,UPDATE
2017-10-31 13:01:25.376,0.7684548,yqqvG1KNWQ3lyXxapxcViHTmsNbJUgzWleC2A9uP0vYo4KeW5z5z6dF48O4gIs8g4vc,consumedCPUrate,Task,UPDATE
