ID,timestamp,durantion,consumedDisk,consumedCPUrate,parentJob,hostMachine
eo6MJGBmmGAscEJtgkc2Dag9d2f2jbeVWZASUG3uIbfwAMDprnmVZHIjRJaYfhEjH94PbN,2017-10-31 13:01:25.027,142140776,0.40344447,0.77949584,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,RTSkBQgFPH410SViLusRTigbkjR2ffYNvfkJUC4pIDFxp5vymk7sg7nstI8D
k61RHDagAEq1mZYidHO51DRVnhr8gV4HCmtfpEpk0jVQFRWXXZwJ6yPtEh4A,2017-10-31 13:01:25.028,914546392,0.5294791,0.018409371,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,HaP0cnMuC8fmJtvqRgNXFNKOHRDWklR7gkofM93jw2sbGg6KszT4XPeQrDULfQ0LomdT
uK5kO8PZE8Hnt5gwtDut8OV1dEjjDv4Tt5crzJF4Bxj1DoFUnYPWT4s6f38PGjp8AD5Fr8,2017-10-31 13:01:25.028,-2118466160,0.7303277,0.07003713,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,bkwJCqtWhRZyS8XBqD2ahreaKOkawBD813jtY9Ug48YLOUkjXcFxc7vPvGv3oQwj9qs
D0aQMfkFpAZSwQldUbKgwOEn3wUFUPM29XhgAdhmdCenMpDA8b6BsrBnaVoYOjzvDNj,2017-10-31 13:01:25.028,-302447912,0.46023625,0.5794352,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,TFxkMPfwIfi9N3XO5LZdQqMHqxMVsuq42xp0BLJcegzaRVhtpI7b3t2rdJTQ
tWFGrHowiK5Dx5hPdDVhndCamjzhweWEIErm9cUrZWPtJyVq5NdEiaKsiwk5IYtFkOAYYu,2017-10-31 13:01:25.028,-694741340,0.28551137,0.24844462,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,HHHlSo63PvVpGM6mVoqHge71Nckpy3QxEuS9ofaJuIANIVkNhCy2pcjgOXp9hyAW0RJp
59yTKMCnUkWo9YWdNgleTPeZGLNsJpLfZbVbee2PcFswmP55O2qzAMNEKfDbl3Y,2017-10-31 13:01:25.029,1342740692,0.48457676,0.2527253,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,bP1tbfHY69s2W6rqKtBiyXhw6vDr7t5uRylELoaA3MFKqmAHjTiYwX36y6uCT5Wf
2dhjcYyw6WPNV2i7e6WNL5e1aT6Fk2st4wQ1K3Xm8HEJlxqnatSEI58FE5KWznpHkME,2017-10-31 13:01:25.029,634986200,0.32416677,0.84272623,J3CaltFvCrOInysJN4dPefxzbQK7ESOfrcBj7Ed6bsb4nYXp4g65yLyCkwap,rizWk7BvLyc59kOeDCXLQJBkeoHCGfKn9EPl3Ae9GHxUrVWLiCUHq4l8fB9VHIYV3DX
eDKAORQYCNNVW1z0IW7BqehOjvwAbHAnwgQA6eujwjA8v5ciWLmkEt2iVs,2017-10-31 13:01:25.029,-18639724,0.91377187,0.14800286,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,hZXAH2Ic0QeVaoUf0Y6Nq7KOKQgUi1voWiPqFYSYh1A9GNWWSwusdcYjkaf2nDWH6qhAlH
CGzIFZSBcaw0DKQrz3dX1KTWlijRG5o9lN0qlR8f4tRMv9TJeFao86o7ONqCTAi5GUvMzn,2017-10-31 13:01:25.03,-1540423124,0.44749612,0.19031715,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,iV06ttOwf9NvIkUpOTH5jLkPZb0SYigy10ZpMDqOLmOSdlZvrOxNTM7ONdJwSwpNZ4ciXs
yqqvG1KNWQ3lyXxapxcViHTmsNbJUgzWleC2A9uP0vYo4KeW5z5z6dF48O4gIs8g4vc,2017-10-31 13:01:25.03,-120203992,0.7813316,0.7684548,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,AJTkEzA98dsxsrhAfPdrfkPqi4GpC2hfVDN0rpQeTw8P9kb1cNn3d2BbFPW
k7OUC90N2W75dNwYdhzuknMrLFEEj5mZSZHPTT2wckJuJqhWDyfLBBaxc2CTuewLsY,2017-10-31 13:01:25.03,771565440,0.17327064,0.45010203,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,rnTn0N5YwbFVgen7ST6hfafbQgbUD9mdNmUGAbf8CPMLeazSRar9EZFa3dI7ZrzB9BJc
xf27rcFKRSPo1qUriQBfpDsfLwNzXc5e6ZW7VZaQzWY1LC8ZHelGZKHl2J7lX,2017-10-31 13:01:25.03,-1633484372,0.54557824,0.40794528,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,OtgDCgyHFX0q0aGrBUis1Dmtep0pAayj3C5U7AP2ZFBsOqH5YjxbFMLEP1pIZ
3DFnpCfqOn6ByyLGhYmdjUWTlmccZ2V7tQoQPuyA3aD6LKDuX5TgUwPpHU58s2Eq7M,2017-10-31 13:01:25.03,1108713848,0.3412624,0.53087604,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,beBL94YMYbQEqo4MZxwFyNL1P4PxeAckbGxM3aGLmYIy7lcy7flkczeZ90O47U38Zm4GLZ
TybGhQ0S3MRR0xYvG1RDpZgQqZfwe4O9ol1uBJ0ofPp4otNBBTmJikUIKwfEAkqL2,2017-10-31 13:01:25.031,-1284052044,2.8014183E-6,0.4326476,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,biEmRPOVQc9HUulsQkF6XeNYOXX7RlfmEOfsSI7TXlOAWuXFkeriHGHI8Ry2MJ5
CMMwDM26RlaN9LHOOh2iP0GKVL0JNihPCYIvKroTFjuSzquRDYlJ9lh7XG7mtnvkk51j,2017-10-31 13:01:25.031,326623264,0.74356014,0.2704497,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,lps7qKfWbXdiMvf4ek212cURQAlNLFWqjyRMmj42g0ITH5Up6X111uLhRR
JgRGwT5WNLZxTNIzvefUqsL9k5pepSvh4FQdOjP4ATNb8u7wbye3knVmafcOVfGYxq,2017-10-31 13:01:25.031,-1885167884,0.42238146,0.19499451,ptQMbDSzEObzcuy32g2sI7OEeFYARFYtbO8Ts1kOSpzTf40BygALxHITmle,IG8K6cvQgHBAXqeyWdg2KozCyEUN7iTXqRDrTEuEUOiRY1IBcYJ3HGRZajUatg
2YTZsc0k6jL9LvVDzB6aV5Rvn6ib8Kfhn2WQoQ9sVPjxOSy3BKy4d72O2KW7,2017-10-31 13:01:25.032,-2074999244,0.5599145,0.6733815,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,OtgDCgyHFX0q0aGrBUis1Dmtep0pAayj3C5U7AP2ZFBsOqH5YjxbFMLEP1pIZ
WkcpLFWexzbe5rSxWPTvrRlnx2h9ekYzMHN4CVJs0TLIHfeBAFE1kataX7bftfA3d,2017-10-31 13:01:25.032,1573287080,0.7970089,0.66122884,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,S0L3Ym3C4BJOu0v9ZsQwXG5U4LOOiBfEKBFJcDH6dlQsECSGxIDLzWgohH
3okAbMjOUI49KOZBh6cPCapZuWOGss1xe1sKiveDwKFE5bpYQi659L4CkaZrIcBhPp,2017-10-31 13:01:25.032,645539844,0.082923114,0.09924871,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,YHGnqyHWVjG9WHaw6OU9fcFfP2JzVdGKKeNVDrteT0Ouleyy3BSumkGXGKf7Kwod
COVHCgFE8x3ij63PPXecUBUAhfKesSofLR6YzKwcVjnJSEdPjXSXyHbv5L7K,2017-10-31 13:01:25.032,591915412,0.77352834,0.6517539,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,bP1tbfHY69s2W6rqKtBiyXhw6vDr7t5uRylELoaA3MFKqmAHjTiYwX36y6uCT5Wf
WHjgrvbsUIGKltYwhNjLTcszB7E4yoASPs6tlAbMrOWzZLNgjnLrY8f7D3XuR,2017-10-31 13:01:25.032,-804205064,0.26316088,0.7587412,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,S3C5IK6n98OB5wTcPFJLC729q1GmsXaaowA8WStBcr48627UbsaUP2c8lSHZGkt6k
V5lZLyIplpMMBMSRZRePqjW9LN3VhE4cCyO1pYpIuagxcp7vwaTd19n67elqmK,2017-10-31 13:01:25.033,628867244,0.43141878,0.3981676,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,rizWk7BvLyc59kOeDCXLQJBkeoHCGfKn9EPl3Ae9GHxUrVWLiCUHq4l8fB9VHIYV3DX
XbH6UN2ZzyxBQlR8rAvCkw8F3ERFEWU20N4P1VEQhwDGasJ78cyboWITd3EylFM,2017-10-31 13:01:25.033,615873172,0.5249245,0.53550893,hapyaQ642jpaOXUTHObPatewvNDNzxi6gHNbJnRg0n6rvj7JYkVURQvO21HfuUCrn,4Uxe7EUjdXuywPQ79JqjK6yGG9v6YsuTcNDZu6OnOSKiWDlpI6MPYFsHoAyR92FAZ4xam
Ce3EQpDQaTW2PHe1o8iWBhvs2Ns4fcZEvnVU0QexSLzXJCTjB7L4OKbIA5jzbgD,2017-10-31 13:01:25.034,1183928056,0.9555953,0.0030804276,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,bbYV0EFvRsTzjqe1ynr2vqnxa0rdcKb7lT5AIPXziUcKpf5Wy0depUQOVHvHzXFl
1DQtGEnnJdHdQAytRG38lARKmHC3G1JM8tHx6Sr4qBq9B31bv59aoUvv1KNir,2017-10-31 13:01:25.034,-1543784272,0.16212302,0.97146916,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,OXit92Ih5ytyadM0T9htBwXsNF3nprHdKyGPoF2ECqxJM1EvbamWA8HTQVw4AnU
Bgd79S13QqqprkOyCW9IdNTPAE7uaJn1hcf8hgD6UXXcXLf3nSauTWNUpfD,2017-10-31 13:01:25.034,-2091978900,0.78418005,0.11151135,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,hFk1B3MVaNhyET1y8V0SSIkDU2IDytxPtQQHKS4fdxZZJ2CbzLz9FOuTKl
k7UxZbBmsBjkAsePH2MtKcQpwRYmc64lz0xy6TYjcIstFymbtGEGxDR6ty7,2017-10-31 13:01:25.034,598546040,0.5132378,0.971207,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,HAkB3rCpZ0GOISI3weN7qjelZ5mqhQPWVAuA3yqGRZpLu9O2PCcWrigHYSUq3
6nAJxL3ZcN9LMtOQHVK8wbU28n3wEMNRV9y1rbv4gS2Bho8oujKIknnfUTPy1,2017-10-31 13:01:25.034,724917908,0.96633375,0.1794169,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,S3C5IK6n98OB5wTcPFJLC729q1GmsXaaowA8WStBcr48627UbsaUP2c8lSHZGkt6k
K10PETrUe6YG835ujcOo35TaNdkOdV6u5F61t82H5GV1emLR5D3M5jMYbBq,2017-10-31 13:01:25.035,487322992,0.45459086,0.71512824,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,urmeQLeDcE0nE3wa6ZBnzQlQOfZfGRb23xhMp5w8DfeMlnE4hK8VXAWBcFkusyV9j8umX
gSekkb4T0VCV2Gp4sOE9ATVpqA5FC4nsjsKU7Eb87IDbwQlyExYrlgTu5Zeo36a8677M,2017-10-31 13:01:25.035,-479747844,0.60641176,0.11416775,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,bbYV0EFvRsTzjqe1ynr2vqnxa0rdcKb7lT5AIPXziUcKpf5Wy0depUQOVHvHzXFl
POXdaFvpkCQ75fl5kKH18zBzZZW5BEwjIv1alQs9yPfkdxIEZbGEX6a8qK6gq,2017-10-31 13:01:25.035,-1683507528,0.9760352,0.15685308,xAFqM5ssQUjcO8kk3zpAH87vySBiUfMhmBeqsAWMC1Fxltj1JbXeToSuVggMb,v112G3rfA9b2bDnHTN7G7RckoBVG370vHdfy2h0b4qPyteFXNwCv0ucv3bs61PXl49XeGx
S9bdrl4uJrGZQRW5E2cHYVGpD9FzDkZdPE5Zx7EIiAv3ClXvWTpjaQ6aMRd,2017-10-31 13:01:25.035,807861684,0.52014047,0.4977169,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,yaAvGKsXzn7TrrB0yoIkbfIlydT4MHnBdc61bDPhffa9lYscKGApvNV34MNbMp4T
6mHnVIptc0Ksj7Z10F7K6qxt510VzsZgQhefTijWSara8RPOyM3MVk0d9YIb,2017-10-31 13:01:25.036,-1694149664,0.30517846,0.5112817,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,LgKpiInqGes06tO7DQTggSuknQsrc3MAK3fNqW0Sdm02vuKDMgBYidz9448384g
eR68BhLOkQ8RLLjvuS3P6C2HhPnkcaI5OuQj8omym3QrX2UBHqH18pRGy2ttZ2h,2017-10-31 13:01:25.036,-1674589136,0.52710515,0.487929,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,mAH1FlGvQYXCwGS0NMLmxZhY6op7ZNJHfm8GlhRZWFQKid3VYtArjzDlOAqh
RbS4gGW21vHFQnyw7Wy4nDldJF5lcjQPv9SALVm5zFiCvqXn7QwGRaPMwxBBnQXx7S,2017-10-31 13:01:25.036,-963554304,0.5134396,0.878517,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,dATSbxk0sbEQKUNNzSoVhpJ1qxEN9A6JnqNlRxJJfzBwkAZOB3vjsPlhGkQjUqn
5MtkacbTsK40zqyd0EJQYt7Y9frhPoAdIcOrM0KNDlGXNMEeDBa5pWIK90KpgY,2017-10-31 13:01:25.036,-2044489268,0.14192653,0.57273114,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,dATSbxk0sbEQKUNNzSoVhpJ1qxEN9A6JnqNlRxJJfzBwkAZOB3vjsPlhGkQjUqn
apE3pMRyQtfwgtyMr4C27Kk7DS9hVb5oePryq71BgWq4BRpG414joAqukVq,2017-10-31 13:01:25.037,-443836008,0.92531127,0.44619507,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
pfewopo6xdiw8Vzzz84B6fHjXCr6rfydl8Li86yOITOTztbo6eWIXTlC82lRwgfKLn,2017-10-31 13:01:25.037,-1400989660,0.57845277,0.31364846,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,hFk1B3MVaNhyET1y8V0SSIkDU2IDytxPtQQHKS4fdxZZJ2CbzLz9FOuTKl
DBpNOeytUo4h7fyEHQ29bbVHdDOPDVHajP31rugFXMwhYdwW7qdUJ4euZifPjsXTM,2017-10-31 13:01:25.037,-1160777180,0.5417382,0.58062935,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,4Uxe7EUjdXuywPQ79JqjK6yGG9v6YsuTcNDZu6OnOSKiWDlpI6MPYFsHoAyR92FAZ4xam
5sLvf6dgh5kRWVmkyDmrrKq3cZbdtJprlFA75YdC9vhEOk5hpq5xvjSr4GtE53r44P49,2017-10-31 13:01:25.037,882434152,0.06813389,0.54611564,LDQTJfqpv9wksekeDSSdjnlXsjdQzLOpcOua6zvCPBfVXMRLtUr8ckUCQm,FkL7HzKJoX7Zfh4FXu9FvWebV9Bv6bPXzfJsdxMMwgOJrYw8ItHAssXQnceR1ICO7mQ7p
fEscWTlN1CHNNkr2pFJxqGHSPQCMI7DXCqMUMJlKeTb2fXWzwehlUIXmX12NMIJcLJE,2017-10-31 13:01:25.038,-430839216,0.13986921,0.040074944,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,S0L3Ym3C4BJOu0v9ZsQwXG5U4LOOiBfEKBFJcDH6dlQsECSGxIDLzWgohH
9ZRL5W702QlkDvfgcErHqmhGKfTdJYO7kzNUBTh3ktX9gHZkExJD2jcC0wd59bg4LEYWs,2017-10-31 13:01:25.039,-1488275124,0.6828297,0.8951229,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,yaAvGKsXzn7TrrB0yoIkbfIlydT4MHnBdc61bDPhffa9lYscKGApvNV34MNbMp4T
ZbSTf6tqU6Y0hiEsT1BN8COKCv0N30G1HCye3UOwGNlcN8x9qpzKQ2GEyuGUp,2017-10-31 13:01:25.039,1415406992,0.9153135,0.43221766,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,mAH1FlGvQYXCwGS0NMLmxZhY6op7ZNJHfm8GlhRZWFQKid3VYtArjzDlOAqh
XpCtfT4i9blcPVp7PTlFHST1Xezrk9DAschIhLGKodmKniYJINQApydI6mxF5uOgmZe,2017-10-31 13:01:25.039,683788900,0.5851951,0.70646954,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,0Gd2L7cY1VdwpU96damtBXzuv6OyCqGh4v9v0ptdnjEQUtDQ1zxRqNXnwv7vx4Kx
9yR0BRjoES43a0b54fCmuAEt1cwJQqNtRHIH4pYuwLoUeii8zlVMrWl0PoI,2017-10-31 13:01:25.039,-1397627384,0.9801445,0.54454374,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,LgKpiInqGes06tO7DQTggSuknQsrc3MAK3fNqW0Sdm02vuKDMgBYidz9448384g
fMB40oC6bxOVmPHhe6JN1SjxmUHMnES4zsP349vo8aV5nPc2gfPOzXXu7T,2017-10-31 13:01:25.04,-1257829356,0.33415955,0.49716812,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,FkL7HzKJoX7Zfh4FXu9FvWebV9Bv6bPXzfJsdxMMwgOJrYw8ItHAssXQnceR1ICO7mQ7p
H5lGoYeLVhXOGPcQ0MWvFsxdPCRNOLhIDUjS61PpD5Deqb6NMWQbRODSCXW0IjEmq,2017-10-31 13:01:25.04,-1753964132,0.2737583,0.1873138,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,yiGruYDUvEoT0UUzwVdmqTYjVMATxA8W1g4RitvZqNyuXG7aDD4NH2Q7kea
5XCjUprDvrtzOZ5mFHYeEfbNSjQ14ibPqrmJqf2jxIoKvYqQGSqJKy5u2vzbd,2017-10-31 13:01:25.04,-1895779032,0.04239726,0.60735697,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,FkL7HzKJoX7Zfh4FXu9FvWebV9Bv6bPXzfJsdxMMwgOJrYw8ItHAssXQnceR1ICO7mQ7p
XGR5JesKybSC2Ht9Jh0WovqxnG7yfUdRD4ozd740aAe68GgGpB5CtapFxrIv9,2017-10-31 13:01:25.04,1317686320,0.13200259,0.48099703,oVky9EdvuUQ93lSqVo2iAjMHjh51mrxb4dLQKawlQlmuR1ckkAtyFXjGnBE,bbYV0EFvRsTzjqe1ynr2vqnxa0rdcKb7lT5AIPXziUcKpf5Wy0depUQOVHvHzXFl
KYWnDBX3QUfhsr8slU0lhsfptoTRgtmrofcHt2vCdvuRhE8WPZXOk1K0jO3s2QSi,2017-10-31 13:01:25.041,-867729328,0.47094542,0.94878244,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,hFk1B3MVaNhyET1y8V0SSIkDU2IDytxPtQQHKS4fdxZZJ2CbzLz9FOuTKl
EUkdIbesSuEOFNv4XdQ4nole0mVGa3qjvKpSAav0EAlMTxtYRr7U3BL1lzuFDYFdKbqKX,2017-10-31 13:01:25.041,-836074440,0.030161142,0.54445297,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,NRdHixcIHorpJfdLymPYDV0tQxD2LWup8YnAgxMCC2cIjf5N7EpUG4bazgLYcatZO84
3SZeu3EdU2yHr4SqTeR8UeOTNwFbNhDYkAeI3iEusmQvXXdVXhZ13MYUYt8F,2017-10-31 13:01:25.041,2020756804,0.9287242,0.24477905,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,dATSbxk0sbEQKUNNzSoVhpJ1qxEN9A6JnqNlRxJJfzBwkAZOB3vjsPlhGkQjUqn
odNyCIFIWbKHYl4YE4BAy8WC0QHAYQ2lJaJMztT2kKHVok8rh6VDlKO7mr8f0BQwGNHp,2017-10-31 13:01:25.041,-1837194424,0.9672354,0.7174461,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,YHGnqyHWVjG9WHaw6OU9fcFfP2JzVdGKKeNVDrteT0Ouleyy3BSumkGXGKf7Kwod
yc5UgUToM0fQqBVuw3zWRpAgVuC5x2gdVnlSv9ckYmQDIwvk5GYlJ2n4YMtgIU,2017-10-31 13:01:25.041,531196056,0.0368824,0.6008462,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,lUqYfqToV80heOb0QcdP4EzzYetQWOuVN5QWTg6jTfU0Xro7JkMsC9b1wrPrymrTg
1DpuSUPBST9e0zEwuCW6mRftiNDrNx86EXwEImWhqB8iTMjIER4KQ468gZLpFC7,2017-10-31 13:01:25.042,-1927527972,0.82647985,0.4301135,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,hFk1B3MVaNhyET1y8V0SSIkDU2IDytxPtQQHKS4fdxZZJ2CbzLz9FOuTKl
