ID,timestamp,durantion,consumedDisk,consumedCPUrate,status,parentJob
FftXZRvEqduBUbUmXDLwBy5,2017-10-25 15:08:15.87,-1021466426,0.5401999,0.4090827,-649214689,Q2UTncmJkpMQc2XudrdEfWX
CLeo2a1ZQ5n474xqAiAIvhP,2017-10-25 15:08:15.87,-348779752,0.74499655,0.7367114,1813662231,sggVqDoWQZE0C1qhgjQOTsgv
Bq34Dvjd09IVcdfhNxjLuKwB,2017-10-25 15:08:15.87,1412927756,0.5188842,0.50651854,-2049613191,sggVqDoWQZE0C1qhgjQOTsgv
Lxnqs8lJlAnRuuif86IoT2N,2017-10-25 15:08:15.87,1741347287,0.49709117,0.37108892,-326877067,sggVqDoWQZE0C1qhgjQOTsgv
27a4ArvyrbzyvvwWlPegbpuQe,2017-10-25 15:08:15.871,-140385875,0.21559751,0.16786283,-1497279285,sggVqDoWQZE0C1qhgjQOTsgv
Y2XaLnecMwch7Ko4OX0ab3O,2017-10-25 15:08:15.871,2050407775,0.33711892,0.8190647,-1224726480,sggVqDoWQZE0C1qhgjQOTsgv
EOPva3czbsHxxEL7wH2WskAnG6,2017-10-25 15:08:15.871,-1962216573,0.90558106,0.5896206,-375145011,sggVqDoWQZE0C1qhgjQOTsgv
MTCEoYB9UJ75LAZmLPcJ1tJUsE,2017-10-25 15:08:15.871,1499265340,0.10483068,0.77164346,777504338,sggVqDoWQZE0C1qhgjQOTsgv
v7TxcR2IkD48OKQIUlG1lTaXsJ,2017-10-25 15:08:15.871,-601627996,0.6457158,0.56927395,1451266378,sggVqDoWQZE0C1qhgjQOTsgv
ftUg4WoRi6dX04z3w4fI51NR,2017-10-25 15:08:15.872,644598902,0.039938807,0.5881316,-584098549,eOWvjbyVtgHh5xWot2g1Elb
KadVngaiOskRZpqc3vqb7KOYZ,2017-10-25 15:08:15.872,998550087,0.48871595,0.28686315,-242963647,eOWvjbyVtgHh5xWot2g1Elb
2ucWZM706GiYwRe7YoPSkHv,2017-10-25 15:08:15.872,-523754375,0.5648635,0.8484364,1687030516,eOWvjbyVtgHh5xWot2g1Elb
CDOmBitEXEIZr5cZpCWMws,2017-10-25 15:08:15.872,1819384879,0.181355,0.78739697,-1757191907,eOWvjbyVtgHh5xWot2g1Elb
5nmt5Y2LMEhp3UE9HYKjhpdqZ,2017-10-25 15:08:15.873,-1165204657,0.077400744,0.6157152,1371034772,eOWvjbyVtgHh5xWot2g1Elb
TWp4PRTPkktFGVFNhxyoMM7,2017-10-25 15:08:15.873,1755387142,0.916942,0.754025,1244355687,eOWvjbyVtgHh5xWot2g1Elb
NjRfLiXDh7RuOfGGlSgMmw,2017-10-25 15:08:15.873,-1620823920,0.6544514,0.6616553,-735830176,eOWvjbyVtgHh5xWot2g1Elb
0gAb1Ws3O9QYsIJoVWe9DFsBas,2017-10-25 15:08:15.873,1965093572,0.16490507,0.58132035,1527543705,KcELrnHdyuvX9C1QS3hRb5C
Btp2mUVAtTDZD959hMktrT,2017-10-25 15:08:15.873,-964929069,0.51881075,0.8346826,435246343,KcELrnHdyuvX9C1QS3hRb5C
uTfGikiO24caPeqIqTOsZb,2017-10-25 15:08:15.874,1126083300,0.48900986,0.4173934,1088010188,KcELrnHdyuvX9C1QS3hRb5C
CxHP3KsthR5EE3PpFmlcMJib,2017-10-25 15:08:15.874,-532763023,0.82810205,0.86185414,1573799141,KcELrnHdyuvX9C1QS3hRb5C
jumVD3G3UgG4evpRYhjgJgRp9,2017-10-25 15:08:15.874,2010875290,0.59577286,0.5423542,-2062201152,KcELrnHdyuvX9C1QS3hRb5C
MIzs8eMvoyMqXlIClmCjyByN,2017-10-25 15:08:15.874,150582265,0.06824499,0.26261634,-1527641766,KcELrnHdyuvX9C1QS3hRb5C
mMl67hBf7vhz7rsVX81cLr0z,2017-10-25 15:08:15.874,-1246931550,0.54902923,0.78281724,-520524970,KcELrnHdyuvX9C1QS3hRb5C
thLl4MK2uf6qmlIDEJRLjN8R,2017-10-25 15:08:15.874,446825974,0.18349725,0.2737875,482204299,KcELrnHdyuvX9C1QS3hRb5C
QEbPosvU2DK5a8H23c5KpwAeid,2017-10-25 15:08:15.875,743759915,0.1207875,0.052169025,276026430,KcELrnHdyuvX9C1QS3hRb5C
f2IOyLTb0NUTM2a0UM8aP3,2017-10-25 15:08:15.875,281321049,0.46114486,0.69893384,1110812772,8Fe4OpZoygagUrDJI9S6w17v
j2BmzDciQwNSUBTJf1EzeJ1ebU,2017-10-25 15:08:15.875,1185903220,0.26611966,0.9976866,-1302915264,8Fe4OpZoygagUrDJI9S6w17v
S826qxe8sw5mIGU0geEmCS,2017-10-25 15:08:15.876,-437321413,0.08028567,0.27459365,-227743214,8Fe4OpZoygagUrDJI9S6w17v
dxGR0AzgNkAEwSN03yfW2CTwq7,2017-10-25 15:08:15.876,-1550986983,0.07048595,0.6186222,-1563563346,8Fe4OpZoygagUrDJI9S6w17v
O2elAewqEQnPbrnOt174ZOI,2017-10-25 15:08:15.876,499393489,0.14765733,0.72337174,-45709707,8Fe4OpZoygagUrDJI9S6w17v
Og0654jBPxr46FXGbWylp7HR,2017-10-25 15:08:15.876,2017002731,0.33906096,0.42683816,1283815985,8Fe4OpZoygagUrDJI9S6w17v
sFnxXWpEURE9orkCW6fIoownv,2017-10-25 15:08:15.877,686835655,0.97598666,0.16044217,-965279245,8Fe4OpZoygagUrDJI9S6w17v
2V55W5V9Niw2uEtwczEBZM4Yq0,2017-10-25 15:08:15.877,1023028763,0.9739181,0.9356024,1433686738,8Fe4OpZoygagUrDJI9S6w17v
B0mtu8Hhzrvil02IDTmGmASi,2017-10-25 15:08:15.877,1667639020,0.33912998,0.6677618,-822445039,8Fe4OpZoygagUrDJI9S6w17v
zhWZeC29sEGJBvJlr3oVmS,2017-10-25 15:08:15.878,-1709106674,0.8937407,0.16883749,-16795899,v964vVAQ1J796WNxzXz9Ms
Vul6kb5vKyMNQlx4kGXAMG24U,2017-10-25 15:08:15.878,552861091,0.95559484,0.12027818,-881169289,v964vVAQ1J796WNxzXz9Ms
LXhbjOen2IUslMrCNm05elr,2017-10-25 15:08:15.878,1821659141,0.5431755,0.52484286,-1559797738,v964vVAQ1J796WNxzXz9Ms
8NTlic6fCbQOrXtdw38KwR,2017-10-25 15:08:15.878,-2012117556,0.36382455,0.14760321,-639140893,v964vVAQ1J796WNxzXz9Ms
AstrBphrpGRJxSK11TUqeD,2017-10-25 15:08:15.878,14707245,0.15272617,0.70578265,471697741,v964vVAQ1J796WNxzXz9Ms
pepzAPNpJbts5DORftMycFrc7,2017-10-25 15:08:15.878,-1149381009,0.117462575,0.9845035,-858364157,v964vVAQ1J796WNxzXz9Ms
JaVB06l0OnVOglXmT7XJWcHv5,2017-10-25 15:08:15.879,-2052032976,0.39413553,0.6666412,-1553733106,v964vVAQ1J796WNxzXz9Ms
X8Mst4kRGmgveVybmsj2OnwwK,2017-10-25 15:08:15.879,-1720726214,0.9508185,0.59569305,-2116915144,v964vVAQ1J796WNxzXz9Ms
sm741PkGurC0Po66CzBDQp,2017-10-25 15:08:15.879,2114708268,0.50514275,0.17973703,-1890053422,8RcarQgkSazCPa0RgheH3nNya
IB35QMD3e31y8uO4P5Xllnn8,2017-10-25 15:08:15.88,-766122142,0.5814267,0.08972037,1121645921,8RcarQgkSazCPa0RgheH3nNya
JWnfgShWbQdpvzZ5CtmzImlnC,2017-10-25 15:08:15.88,1671847719,0.8550918,0.28029156,1475024238,8RcarQgkSazCPa0RgheH3nNya
Ovur4fJOzJmFkQEQZKYSCW,2017-10-25 15:08:15.88,1520488544,0.020968974,0.1408149,-1282883341,8RcarQgkSazCPa0RgheH3nNya
0vz4stS8VAV4NV8V8cRRSsKX,2017-10-25 15:08:15.88,1031927780,0.008978188,0.07193893,-71754131,8RcarQgkSazCPa0RgheH3nNya
ii2y359d7YhDZJvoGBRuHkw,2017-10-25 15:08:15.88,-981753514,0.8924027,0.31139183,1941280247,8RcarQgkSazCPa0RgheH3nNya
ScAXzRAMkqf7zKIkXjohLV,2017-10-25 15:08:15.88,357141965,0.00946939,0.55997896,-560225433,8RcarQgkSazCPa0RgheH3nNya
6OLNOesRx9rrn4RJQm7JRAq7,2017-10-25 15:08:15.881,-1743969232,0.21354365,0.66561764,-516004697,0v2x9Y4z09yUGPRbQRX9N49h
FwDycGBiOCQ25OGdYYjB0O,2017-10-25 15:08:15.881,1280582059,0.8700664,0.582498,-868657188,0v2x9Y4z09yUGPRbQRX9N49h
RKaJlzsL3LHe4BNrxnMB5Cr,2017-10-25 15:08:15.881,-1817145734,0.6361901,0.86720073,-1608522449,0v2x9Y4z09yUGPRbQRX9N49h
a48HMI5HuFYlXTbsQRMC7p,2017-10-25 15:08:15.882,606873729,0.0963366,0.25545967,-1989478983,0v2x9Y4z09yUGPRbQRX9N49h
GrNpkea1VFaK1rCc8FU4tOQU,2017-10-25 15:08:15.882,2085470632,0.75889224,0.43183804,44878780,0v2x9Y4z09yUGPRbQRX9N49h
XoTz9JnHWioIAgwBkfBICIb,2017-10-25 15:08:15.882,1657991077,0.58311963,0.89658874,-1589548152,0v2x9Y4z09yUGPRbQRX9N49h
bmSDdhYjT2Upxf2giI49r1n,2017-10-25 15:08:15.882,-660524769,0.6053325,0.4767518,-855430920,0v2x9Y4z09yUGPRbQRX9N49h
geLM4bTNNkl1zBiJMVUzohg,2017-10-25 15:08:15.882,2071720640,0.17519563,0.66807264,-756017599,0v2x9Y4z09yUGPRbQRX9N49h
hD1xJX6bVduUbpxCTVAOzz,2017-10-25 15:08:15.883,-41515262,0.99137866,0.16236472,-190549567,0v2x9Y4z09yUGPRbQRX9N49h
Hc714jwkLD9K6O3y5XAyriF8,2017-10-25 15:08:15.883,853023447,0.4205842,0.754611,-1219548754,CRAF8CjTPo3EEvfrwCJQbn
neScx6f3kuQt3uE4AOcuVEMTXI,2017-10-25 15:08:15.883,1483653904,0.056244493,0.38510078,-907415570,CRAF8CjTPo3EEvfrwCJQbn
CxiTw0zlKeMPvGgrkPNHSWS,2017-10-25 15:08:15.884,-1134446188,0.9145817,0.6143107,-1763052747,CRAF8CjTPo3EEvfrwCJQbn
dhqCPyiMf9MukdEh6KzLGBHP,2017-10-25 15:08:15.884,140813785,0.049146235,0.9415839,780940967,CRAF8CjTPo3EEvfrwCJQbn
NC20IfjlB5cokayRed2lPrNi0,2017-10-25 15:08:15.884,1209002795,0.24812198,0.45562005,2104081775,CRAF8CjTPo3EEvfrwCJQbn
kBWR5F6hKYpN81mQzdNnwcI,2017-10-25 15:08:15.884,2059930030,0.04799503,0.2642613,-1499596377,CRAF8CjTPo3EEvfrwCJQbn
FRnsPEsYgvU3ou0iTwyX3jA,2017-10-25 15:08:15.884,328570042,0.57188326,0.21310556,-392207005,CRAF8CjTPo3EEvfrwCJQbn
YWj8gFk36Bc16f5lRZv3xqGNA,2017-10-25 15:08:15.885,1135304831,0.45994014,0.78032726,1672970076,CRAF8CjTPo3EEvfrwCJQbn
1kg5CdpAZ5xoN4es8gFs40VE,2017-10-25 15:08:15.885,835555414,0.72764707,0.7329024,-86021529,KdNEXu1ARhjcnrP77McHY9Bkob
BGQOHlQYGoVMecOYC0fii0j,2017-10-25 15:08:15.885,1007782061,0.19772846,0.5664427,1581936266,KdNEXu1ARhjcnrP77McHY9Bkob
LGNPvGrPZtIoHIWFY21y6JIDLP,2017-10-25 15:08:15.886,829326113,0.20666057,0.3221866,-1394413600,KdNEXu1ARhjcnrP77McHY9Bkob
kWekYBcGgi0rOnHoxz5GK12jP,2017-10-25 15:08:15.886,32208638,0.7676025,0.8898087,-803099590,KdNEXu1ARhjcnrP77McHY9Bkob
UWfA4YfaVbVqISB25kID2yFDcm,2017-10-25 15:08:15.886,1952264193,0.03651482,0.9158203,863394652,KdNEXu1ARhjcnrP77McHY9Bkob
0EnQmsjtcMtwYRguCqVvsjNHe,2017-10-25 15:08:15.886,1504959908,0.5746264,0.1665979,1182849364,KdNEXu1ARhjcnrP77McHY9Bkob
r8aUrXG9kf8kxU10T47AQPY,2017-10-25 15:08:15.886,-1882812192,0.30147558,0.35001802,-2034996908,KdNEXu1ARhjcnrP77McHY9Bkob
JVyHYcnprjqd9XT6Tgt5B6t,2017-10-25 15:08:15.887,211641202,0.12446815,0.39317054,1899262798,gfu758Qafm3PnWj7g1AnDQOf
4DcMPJhPDqhns2WUUIZD0GQL,2017-10-25 15:08:15.887,1839406070,0.39263403,0.09396529,2143838897,gfu758Qafm3PnWj7g1AnDQOf
1pAQ40dVH6Gq1fLYf3uwL1,2017-10-25 15:08:15.887,28128456,0.49277902,0.22251707,968309969,gfu758Qafm3PnWj7g1AnDQOf
8uS3iM2hGSML0VAyOWqTHmKDS,2017-10-25 15:08:15.888,-1928320116,0.42387772,0.55879337,563617897,gfu758Qafm3PnWj7g1AnDQOf
UuTihbsi78VKxSDXcoW2UDtqr,2017-10-25 15:08:15.888,998521995,0.08979976,0.82420033,-497375533,gfu758Qafm3PnWj7g1AnDQOf
r3XlD05Ie4znkMgp5RRc12,2017-10-25 15:08:15.888,-1785708878,0.8108988,0.18671566,-2008876609,gfu758Qafm3PnWj7g1AnDQOf
n3D3FJmW2smN9xbxKTsEmM5zN,2017-10-25 15:08:15.888,334645240,0.25658888,0.9027292,1492765760,gfu758Qafm3PnWj7g1AnDQOf
HleK3maJAq7wWDb1hRgIu7SBum,2017-10-25 15:08:15.889,-2061123726,0.6959615,0.10308969,209583464,Ck3ZhQWG92iBhXBAQBQ1Vozny
B3Gh1GQDGDxebTMyIcGxvUg,2017-10-25 15:08:15.889,1980552669,0.9367936,0.37029982,-1615513379,Ck3ZhQWG92iBhXBAQBQ1Vozny
0HOgAF9DSLZBXG5OQVbNhWZ,2017-10-25 15:08:15.889,-1580556268,0.103334546,0.5307778,-74407657,Ck3ZhQWG92iBhXBAQBQ1Vozny
orefnMfy9gSp2iWwtbAC0hEzWO,2017-10-25 15:08:15.89,-1537869420,0.9065201,0.49381816,-249331103,Ck3ZhQWG92iBhXBAQBQ1Vozny
H484kGApxsh4RUJqIw5eeI,2017-10-25 15:08:15.89,-1169035760,0.043490767,0.8870344,658202507,Ck3ZhQWG92iBhXBAQBQ1Vozny
ErjPorwM9Q5toh14vp7hIWGTKt,2017-10-25 15:08:15.89,-719775857,0.67504144,0.20350379,815235764,Ck3ZhQWG92iBhXBAQBQ1Vozny
icgXOVUaKpYB5hGfsVWYTpPw,2017-10-25 15:08:15.89,-1139276354,0.7711437,0.10637927,-293657052,Ck3ZhQWG92iBhXBAQBQ1Vozny
93ILXmixIOrMRVC0uxMigUc8d7,2017-10-25 15:08:15.89,2081699614,0.92192763,0.63902473,2013750128,Ck3ZhQWG92iBhXBAQBQ1Vozny
nG7XWAiHyedrxJH3IeKRPm,2017-10-25 15:08:15.891,549166395,0.7229321,0.27427018,-404008366,Ck3ZhQWG92iBhXBAQBQ1Vozny
8FdLnRV0eVfyXlEEnffevoF9I,2017-10-25 15:08:15.891,34918882,0.19660246,0.81546056,-517018039,T0qZtFUoUXLQLvoc0qYeoY
gpI32HAOudKpwPJHtGKIrzvqrU,2017-10-25 15:08:15.891,-2806204,0.5041619,0.55373484,405223188,T0qZtFUoUXLQLvoc0qYeoY
WgMjZ3CtPs4PCHTVgAvdiyQ,2017-10-25 15:08:15.891,88811381,0.73813224,0.448085,-253745252,T0qZtFUoUXLQLvoc0qYeoY
gTX8W6wUXqVzfVZrd937Ix,2017-10-25 15:08:15.892,-1093348499,0.55826235,0.16889167,-197477217,T0qZtFUoUXLQLvoc0qYeoY
kNpfH1Be8LkLHNPa8XoMdRJALn,2017-10-25 15:08:15.892,1080148535,0.26685423,0.067204,-162790879,T0qZtFUoUXLQLvoc0qYeoY
VosY1ddgJUEUQe9S5VkxoTV27e,2017-10-25 15:08:15.892,646888173,0.46738875,0.43374687,48382872,T0qZtFUoUXLQLvoc0qYeoY
KriM4tgfFMvxwGA6SK9vMKfg,2017-10-25 15:08:15.892,-1472784524,0.79277176,0.04624462,-2099049376,T0qZtFUoUXLQLvoc0qYeoY
FdMADH1DZLf4sRKsOhErWAV,2017-10-25 15:08:15.893,1200656760,0.047340214,0.18550074,-1752236894,aSyDppAO4H1k7dC7TS8naiUq6W
mfxNIzPkqvg0Pgv5UQM9eJkiRS,2017-10-25 15:08:15.893,-399503149,0.6501328,0.2307117,1120831954,aSyDppAO4H1k7dC7TS8naiUq6W
GQEjHZ6M5NYdOrxRj0mKcJU,2017-10-25 15:08:15.893,-1019562042,0.20122766,0.7454653,1097694465,aSyDppAO4H1k7dC7TS8naiUq6W
rBVmu3gVVKCUt8NulDqAQph0d,2017-10-25 15:08:15.893,-1879655510,0.36339104,0.10635996,162982223,aSyDppAO4H1k7dC7TS8naiUq6W
pSEHvBJiyokA6tkboB0O22BpFo,2017-10-25 15:08:15.894,1298870996,0.11369604,0.59764427,190451901,aSyDppAO4H1k7dC7TS8naiUq6W
qCMNb8F2YPVqMPFifGAvXVf,2017-10-25 15:08:15.894,783174385,0.7505318,0.2975886,600911723,aSyDppAO4H1k7dC7TS8naiUq6W
jQjiQ8OKxdqzMoI8EOQPblF7,2017-10-25 15:08:15.894,1457027461,0.25768232,0.61519676,-788503009,aSyDppAO4H1k7dC7TS8naiUq6W
1JAudQHQ1KoJLMHP7CR6K5IoZ,2017-10-25 15:08:15.894,858954969,0.6231298,0.6258774,-702163883,aSyDppAO4H1k7dC7TS8naiUq6W
WzPGCoiakOYuLLdAgiqmnsD,2017-10-25 15:08:15.894,311991943,0.47744358,0.06600034,-924818850,aSyDppAO4H1k7dC7TS8naiUq6W
OVVgOQfbZafzk98J4z7wUEtF,2017-10-25 15:08:15.895,1975545640,0.91040593,0.35339856,-1475760960,ai4BtfCKHbsgW1sbkQd9Lsg8v7
Wyb1okRFS4yLrYNWYGD9Lod,2017-10-25 15:08:15.895,292690477,0.6243759,0.90480703,-1031066282,ai4BtfCKHbsgW1sbkQd9Lsg8v7
8qkNX5GmcA1H99WEMj8psWJDNY,2017-10-25 15:08:15.895,575567911,0.33787715,0.36387992,1655485181,ai4BtfCKHbsgW1sbkQd9Lsg8v7
s6WdVdunIqePxA8IGAX2auy,2017-10-25 15:08:15.896,1576289944,0.8141054,0.6558699,255790070,ai4BtfCKHbsgW1sbkQd9Lsg8v7
cCUuxZHTzTFkbgGse5dhn8ZPz,2017-10-25 15:08:15.896,-1254806672,0.4878356,0.47831368,-2141998126,ai4BtfCKHbsgW1sbkQd9Lsg8v7
sEehLi0ZtLrBWTU2KYSjU31Vf6,2017-10-25 15:08:15.896,1239356902,0.2394914,0.77056754,294386312,ai4BtfCKHbsgW1sbkQd9Lsg8v7
NuiVzeHCEFFT38igEjOmuCBe,2017-10-25 15:08:15.896,-573466812,0.76695526,0.39061725,1185286164,ai4BtfCKHbsgW1sbkQd9Lsg8v7
0qbzwn1VsWukk7AwnlvVthIk7A,2017-10-25 15:08:15.896,151440963,0.60575247,0.488586,-1200338559,ai4BtfCKHbsgW1sbkQd9Lsg8v7
5A4cADU9jMDqcnvSRaj6j4RyD,2017-10-25 15:08:15.897,-408564638,0.84982973,0.0063127875,149949100,nIqOoNxvDltJe8bB7Tn4z3MTy
HW9MiZLfrBFkknFbLf3F4YIV,2017-10-25 15:08:15.897,581794775,0.12785798,0.47601587,-2143783541,nIqOoNxvDltJe8bB7Tn4z3MTy
NBXLWzGyJgNszP9tXzGpMdMc,2017-10-25 15:08:15.897,-74752338,0.21130735,0.490143,758250024,nIqOoNxvDltJe8bB7Tn4z3MTy
rcJvmy0KqoNTAz6J56Vrc6,2017-10-25 15:08:15.897,-732875603,0.90447,0.23860234,1495354833,nIqOoNxvDltJe8bB7Tn4z3MTy
